pSymbol,pGroup,pExchSeg,pInstType,pSymbolName,pTrdSymbol,pOptionType,pScripRefKey,pISIN,pAssetCode,pSubGroup,pCombinedSymbol,pDesc,pAmcCode,pContractId,dTickSize ,lLotSize,lExpiryDate ,lMultiplier ,lPrecision,dStrikePrice;,pExchange,pInstName,pExpiryDate,pIssueDate,pMaturityDate,pListingDate,pNoDelStartDate,pNoDelEndDate,pBookClsStartDate,pBookClsEndDate,pRecordDate,pCreditRating,pReAdminDate,pExpulsionDate,pLocalUpdateTime,pDeliveryUnits,pPriceUnits,pLastTradingDate,pTenderPeridEndDate,pTenderPeridStartDate,pSellVarMargin,pBuyVarMargin,pInstrumentInfo,pRemarksText,pSegment,pNav,pNavDate,pMfAmt,pSipSecurity,pFaceValue,pTrdUnits,pExerciseStartDate,pExerciseEndDate,pElmMargin,pVarMargin,pTotProposedLimitValue,pScripBasePrice,pSettlementType,pCurrectionTime,iPermittedToTrade,iBoardLotQty ,iMaxOrderSize ,iLotSize,dOpenInterest ,dHighPriceRange ,dLowPriceRange ,dPriceNum   ,dGenDen,dGenNum,dPriceQuatation ,dIssuerate ,dPriceDen,dWarningQty ,dIssueCapital ,dExposureMargin ,dMinRedemptionQty ,lFreezeQty,surveillanceMessage
9829,BE,nse_cm,,SAMBHAAV,SAMBHAAV-BE,,SAMBHAAV,INE699B01027,,,,SAMBHAAV MEDIA LTD,,,1,1,-1,-1,2,-1,NSE,,,669600000,,669600000,0,0,1406419200,1406937600,0,8.62-9.52,0,0,1451499059,,,,,,,,,,CASH,,,,,100,,,,0,20,,0.0000,T+1,315513000,0,1,6249324.00,1,0,952,862,1,1,1,0,0,1,0,1.91111e+08,0,0,6249324,"Stage I ESM Scrip,The scrip PE is greater than 50 for previous 4 trailing quarters"
3713,SG,nse_cm,,684RJ31,684RJ31-SG,,684RJ31-SG,IN2920210100,,,,SDL RJ 6.84% 2031,,,1,100,-1,-1,2,-1,NSE,,,1307232000,,1307232000,0,0,0,0,0,95.00-105.00,0,0,1451493494,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,1e+08,0,0,1000000,
16192,EQ,nse_cm,,PAVNAIND,PAVNAIND-EQ,,PAVNAIND,INE07S101038,,,,PAVNA INDUSTRIES LIMITED,,,1,1,-1,-1,2,-1,NSE,,,1370044800,,1370044800,0,0,0,0,1441152000,19.20-28.78,0,0,1451500018,,,,,,,,,,CASH,,,,,100,,,,0,20,,0.0000,T+1,315513000,0,1,4168319.00,1,0,2878,1920,1,1,1,0,0,1,0,1.3953e+08,0,0,4168319,"The scrip PE is greater than 50 for previous 4 trailing quarters,High low price variation was greater than 75% in previous 3 months,High low price variation was greater than 100% in previous 6 months"
3517,SG,nse_cm,,679HR31,679HR31-SG,,679HR31-SG,IN1620210022,,,,SDL HR 6.79% 2031,,,1,100,-1,-1,2,-1,NSE,,,1305676800,,1305676800,0,0,0,0,0,95.00-105.00,0,0,1451493494,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,1e+08,0,0,1000000,
757390,SG,nse_cm,,692MP43,692MP43-SG,,692MP43-SG,IN2120250047,,,,SDL MP 6.92% 2043,,,1,100,-1,-1,2,-1,NSE,,,1433635200,,1433635200,0,0,0,0,0,95.00-105.00,0,0,1451493502,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,2.5e+08,0,0,1000000,
14851,BL,nse_cm,,ALPA,ALPA-BL,,ALPA-BL,INE385I01010,,,,ALPA LABORATORIES LTD,,,1,1,-1,-1,2,-1,NSE,,,870825600,,870825600,0,0,1411344000,1411948800,0,73.95-78.51,0,0,1451498929,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,688027.00,1,0,7851,7395,1,1,1,0,0,1,0,2.10406e+07,0,0,688027,
16454,SM,nse_cm,,DENTALKART,DENTALKART-SM,,DENTALKART-SM,INE0N5801013,,,,VASA DENTICITY LIMITED,,,5,250,-1,-1,2,-1,NSE,,,1370131200,,1370131200,0,0,1411603200,1412121600,0,457.55-686.25,0,0,1451500018,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,174844.00,250,0,68625,45755,1,1,1,0,0,1,0,1.66217e+07,0,0,174844,"The scrip PE is greater than 50 for previous 4 trailing quarters,Average daily number of unique Clients/PAN traded in the scrip in previous 30 days is less than 100,The scrip is not regularly traded, and exit may be difficult"
7936,EQ,nse_cm,,AVANTIFEED,AVANTIFEED-EQ,,AVANTIFEED,INE871C01038,,,,AVANTI FEEDS LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1113523200,,1113523200,0,0,0,0,1438992000,657.45-986.15,0,0,1451500017,,,,,,,,,,CASH,,,,,100,,,,0,20,,0.0000,T+1,315513000,0,1,121667.00,1,0,98615,65745,1,1,1,0,0,1,0,1.36246e+08,0,0,121667,
3599,BL,nse_cm,,MOKSH,MOKSH-BL,,MOKSH-BL,INE514Y01020,,,,MOKSH ORNAMENTS LIMITED,,,1,1,-1,-1,2,-1,NSE,,,1306022400,,1306022400,0,0,0,0,1419120000,14.11-14.97,0,0,1451498914,,,,,,,,,,CASH,,,,,200,,,,0,20,,0.0000,T+1,315513000,0,1,2822752.00,1,0,1497,1411,1,1,1,0,0,1,0,8.63227e+07,0,0,2822752,
7765,Y9,nse_cm,,875SCFL27,875SCFL27-Y9,,875SCFL27-Y9,INE148I07LB4,,,,SEC RE NCD 8.75% SR.VII,,,1,1,-1,-1,2,-1,NSE,,,1326240000,,1326240000,0,0,0,0,1450828800,800.00-1200.00,0,0,1451493495,,,,,,,,,,CASH,,,,,100000,,,,0,20,,0.0000,T+1,315513000,0,1,86.00,1,0,120000,80000,1,1,1,0,0,1,0,2650,0,0,86,
2202,EQ,nse_cm,,MIRCELECTR,MIRCELECTR-EQ,,MIRCELECTR,INE831A01028,,,,MIRC ELECTRONICS LTD,,,1,1,-1,-1,2,-1,NSE,,,471830400,,,0,0,0,0,1435708800,24.85-30.37,0,0,1451500017,,,,,,,,,,CASH,,,,,100,,,,0,20,,0.0000,T+1,315513000,0,1,3621633.00,1,0,3037,2485,1,1,1,0,0,1,0,2.80442e+08,0,0,3621633,"EPS based on previous 4 trailing quarters in the scrip is zero,Close to Close price movement was greater than 75% in previous 6 months,High low price variation was greater than 100% in previous 6 months,High low price variation was greater than 150% in previous 12 months"
8483,BL,nse_cm,,MITCON,MITCON-BL,,MITCON-BL,INE828O01033,,,,MITCON CON & ENG SER LTD,,,1,1,-1,-1,2,-1,NSE,,,1331942400,,1331942400,0,0,0,0,1403308800,66.66-70.78,0,0,1451498919,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,569582.00,1,0,7078,6666,1,1,1,0,0,1,0,1.74184e+07,0,0,569582,
3078,EQ,nse_cm,,SHANTIGEAR,SHANTIGEAR-EQ,,SHANTIGEAR,INE631A01022,,,,SHANTHI GEARS LTD,,,5,1,-1,-1,2,-1,NSE,,,493603200,,506304000,0,0,0,0,1437350400,377.20-565.80,0,0,1451500017,,,,,,,,,,CASH,,,,,100,,,,0,20,,0.0000,T+1,315513000,0,1,212042.00,1,0,56580,37720,1,1,1,0,0,1,0,7.67159e+07,0,0,212042,
2436,BL,nse_cm,,CONSUMBEES,CONSUMBEES-BL,,CONSUMBEES-BL,INF204KA1LD7,,,,NIP IND ETF CONSUMPTION,,,1,1,-1,-1,2,-1,NSE,,,1081641600,,1081641600,0,0,0,0,0,131.72-139.86,0,0,1451498911,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,485762.00,1,0,13986,13172,1,1,1,0,0,1,0,1.48551e+07,0,0,485762,
5583,BL,nse_cm,,ACUTAAS,ACUTAAS-BL,,ACUTAAS-BL,INE00FF01025,,,,ACUTAAS CHEMICALS LIMITED,,,10,1,-1,-1,2,-1,NSE,,,1316044800,,1316044800,0,0,0,0,1442620800,1602.40-1701.40,0,0,1451498916,,,,,,,,,,CASH,,,,,500,,,,0,20,,0.0000,T+1,315513000,0,1,60419.00,1,0,170140,160240,1,1,1,0,0,1,0,8.18689e+07,0,0,60419,
30422,SG,nse_cm,,704KA32,704KA32-SG,,704KA32-SG,IN1920240323,,,,SDL KA 7.04% 2032,,,1,100,-1,-1,2,-1,NSE,,,1427587200,,1427587200,0,0,0,0,0,95.00-105.00,0,0,1451493500,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,999900.00,100,0,10500,9500,1,1,1,0,0,1,0,3e+08,0,0,999900,
3451,NH,nse_cm,,769IGT28,769IGT28-NH,,769IGT28-NH,INE219X07249,,,,SEC RE NCD 7.69% SR.IV,,,1,1,-1,-1,2,-1,NSE,,,1305072000,,1305072000,0,0,0,0,1445644800,795.60-1193.40,0,0,1451493494,,,,,,,,,,CASH,,,,,100000,,,,0,20,,0.0000,T+1,315513000,0,1,3934.00,1,0,119340,79560,1,1,1,0,0,1,0,120336,0,0,3934,
1233,SG,nse_cm,,65GJ30A,65GJ30A-SG,,65GJ30A-SG,IN1520200214,,,,SDL GJ 6.5% 2030,,,1,100,-1,-1,2,-1,NSE,,,1290902400,,1290902400,0,0,0,0,0,95.00-105.00,0,0,1451493494,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,999900.00,100,0,10500,9500,1,1,1,0,0,1,0,1.5e+08,0,0,999900,
758716,SG,nse_cm,,725GJ34,725GJ34-SG,,725GJ34-SG,IN1520250128,,,,SDL GJ 7.25% 2034,,,1,100,-1,-1,2,-1,NSE,,,1441152000,,1441152000,0,0,0,0,0,95.00-105.00,0,0,1451493502,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,2e+08,0,0,1000000,
4368,GS,nse_cm,,GS200326C,GS200326C-GS,,GS200326C-GS,IN000326C032,,,,GOI STRIPS C 200326,,,1,100,-1,-1,2,-1,NSE,,,1308268800,,1308268800,0,0,0,0,0,72.98-80.66,0,0,1451493494,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,74922.00,100,0,8066,7298,1,1,1,0,0,1,0,2.2912e+06,0,0,74922,
12708,BL,nse_cm,,RAYMOND,RAYMOND-BL,,RAYMOND-BL,INE301A01014,,,,RAYMOND LTD,,,5,1,-1,-1,2,-1,NSE,,,816220800,,816220800,0,0,0,0,1437868800,401.35-426.15,0,0,1451498912,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,237069.00,1,0,42615,40135,1,1,1,0,0,1,0,6.65737e+07,0,0,237069,
760451,N0,nse_cm,,115VCCL28A,115VCCL28A-N0,,115VCCL28A-N0,INE04HY07385,,,,VCCL28A 11.5% 2028,,,1,1,-1,-1,2,-1,NSE,,,1451001600,,1451001600,0,0,0,0,0,80000.00-120000.00,0,0,1451493503,,,,,,,,,,CASH,,,,,10000000,,,,0,20,,0.0000,T+1,315513000,0,1,98.00,1,0,1.2e+07,8e+06,1,1,1,0,0,1,0,3000,0,0,98,
759556,N0,nse_cm,,935PFL26,935PFL26-N0,,935PFL26-N0,INE140A07799,,,,PFL 9.35% 2026,,,1,1,-1,-1,2,-1,NSE,,,1446940800,,1446940800,0,0,0,0,0,80000.00-120000.00,0,0,1451493503,,,,,,,,,,CASH,,,,,10000000,,,,0,20,,0.0000,T+1,315513000,0,1,490.00,1,0,1.2e+07,8e+06,1,1,1,0,0,1,0,15000,0,0,490,
14426,BL,nse_cm,,LAOPALA,LAOPALA-BL,,LAOPALA-BL,INE059D01020,,,,LA OPALA RG LIMITED,,,1,1,-1,-1,2,-1,NSE,,,858470400,,858470400,0,0,0,0,1438992000,197.29-209.49,0,0,1451498929,,,,,,,,,,CASH,,,,,200,,,,0,20,,0.0000,T+1,315513000,0,1,489954.00,1,0,20949,19729,1,1,1,0,0,1,0,1.11e+08,0,0,489954,
756062,SG,nse_cm,,676MH37,676MH37-SG,,676MH37-SG,IN2220250012,,,,SDL MH 6.76% 2037,,,1,100,-1,-1,2,-1,NSE,,,1430006400,,1430006400,0,0,0,0,0,95.00-105.00,0,0,1451493502,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,2e+08,0,0,1000000,
18006,MF,nse_cm,,BPF02D2G,BPF02D2G-MF,,BPF02D2G-MF,INF955L01JF3,,,,BARODAPAMC BPF02D2G,,,1,1,-1,-1,2,-1,NSE,,,1269388800,,1269388800,0,0,0,0,0,0.90-1.10,0,0,1451493497,,,,,,,,,,CASH,,,,,100000,,,,0,20,,0.0000,T+1,315513000,0,1,4662.00,1,0,110,90,1,1,1,0,0,1,0,142577,0,0,4662,
756101,SG,nse_cm,,667UP32,667UP32-SG,,667UP32-SG,IN3320250019,,,,SDL UP 6.67% 2032,,,1,100,-1,-1,2,-1,NSE,,,1430870400,,1430870400,0,0,0,0,0,95.00-105.00,0,0,1451493502,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,999900.00,100,0,10500,9500,1,1,1,0,0,1,0,3e+08,0,0,999900,
17707,BL,nse_cm,,QUESS,QUESS-BL,,QUESS-BL,INE615P01015,,,,QUESS CORP LIMITED,,,1,1,-1,-1,2,-1,NSE,,,1152748800,,1152748800,0,0,0,0,1439078400,204.08-216.70,0,0,1451498933,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,470959.00,1,0,21670,20408,1,1,1,0,0,1,0,1.49085e+08,0,0,470959,
4980,SG,nse_cm,,675BR27,675BR27-SG,,675BR27-SG,IN1320210033,,,,SDL BR 6.75% 2027,,,1,100,-1,-1,2,-1,NSE,,,1310256000,,1310256000,0,0,0,0,0,81.47-90.03,0,0,1451493494,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1166000.00,100,0,9003,8147,1,1,1,0,0,1,0,2e+08,0,0,1166000,
11873,SG,nse_cm,,787MZ36,787MZ36-SG,,787MZ36-SG,IN2520220079,,,,SDL MZ 7.87% 2036,,,1,100,-1,-1,2,-1,NSE,,,1352592000,,1352592000,0,0,0,0,0,95.00-105.00,0,0,1451493496,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,327000.00,100,0,10500,9500,1,1,1,0,0,1,0,1e+07,0,0,327000,
23759,SG,nse_cm,,741AP47,741AP47-SG,,741AP47-SG,IN1020240215,,,,SDL AP 7.41% 2047,,,1,100,-1,-1,2,-1,NSE,,,1400371200,,1400371200,0,0,0,0,0,95.00-105.00,0,0,1451493498,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,1e+08,0,0,1000000,
21478,EQ,nse_cm,,NEXT50BETA,NEXT50BETA-EQ,,NEXT50BETA,INF789F1AUW9,,,,UTIAMC-NEXT50BETA,,,1,1,-1,-1,2,-1,NSE,,,1186617600,,1186617600,0,0,0,0,1301184000,59.18-88.76,0,0,1451498855,,,,,,,,,,CASH,,,,,100,,,,0,20,,0.0000,T+1,315513000,0,1,1351824.00,1,0,8876,5918,1,1,1,0,0,1,0,2.88666e+08,0,0,1351824,
18284,EQ,nse_cm,,HNGSNGBEES,HNGSNGBEES-EQ,,HNGSNGBEES,INF204KB19I1,,,,NIP IND ETF HANGSENG BEES,,,1,1,-1,-1,2,-1,NSE,,,953337600,,953337600,0,0,0,0,1261267200,348.72-523.08,0,0,1451498855,,,,,,,,,,CASH,,,,,100,,,,0,20,,0.0000,T+1,315513000,0,1,229404.00,1,0,52308,34872,1,1,1,0,0,1,0,2.35867e+07,0,0,229404,
2307,EQ,nse_cm,,MUNJALSHOW,MUNJALSHOW-EQ,,MUNJALSHOW,INE577A01027,,,,MUNJAL SHOWA LTD,,,1,1,-1,-1,2,-1,NSE,,,484531200,,,0,0,0,0,1438473600,98.57-147.85,0,0,1451500017,,,,,,,,,,CASH,,,,,200,,,,0,20,,0.0000,T+1,315513000,0,1,811618.00,1,0,14785,9857,1,1,1,0,0,1,0,3.9995e+07,0,0,811618,
10913,SG,nse_cm,,758AP42,758AP42-SG,,758AP42-SG,IN1020220480,,,,SDL AP 7.58% 2042,,,1,100,-1,-1,2,-1,NSE,,,1347148800,,1347148800,0,0,0,0,0,95.00-105.00,0,0,1451493496,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,5e+07,0,0,1000000,
10783,SG,nse_cm,,774TS45,774TS45-SG,,774TS45-SG,IN4520220125,,,,SDL TS 7.74% 2045,,,1,100,-1,-1,2,-1,NSE,,,1345939200,,1345939200,0,0,0,0,0,95.00-105.00,0,0,1451493496,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,5e+07,0,0,1000000,
2137,SG,nse_cm,,695RJ31,695RJ31-SG,,695RJ31-SG,IN2920200655,,,,SDL RJ 6.95% 2031,,,1,100,-1,-1,2,-1,NSE,,,1297555200,,1297555200,0,0,0,0,0,95.91-105.99,0,0,1451493494,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,990499.00,100,0,10599,9591,1,1,1,0,0,1,0,1e+08,0,0,990499,
18816,ST,nse_cm,,GICL,GICL-ST,,GICL-ST,INE947T01022,,,,GLOBE INTL CARRIERS LTD,,,5,3000,-1,-1,2,-1,NSE,,,1161302400,,1161302400,0,0,0,0,1444953600,44.80-49.50,0,0,1451500019,,,,,,,,,,CASH,,,,,500,,,,0,20,,0.0000,T+1,315513000,0,1,2120868.00,3000,0,4950,4480,1,1,1,0,0,1,0,1.11955e+08,0,0,2120868,"Stage I ESM Scrip,The scrip PE is greater than 50 for previous 4 trailing quarters,Average daily number of unique Clients/PAN traded in the scrip in previous 30 days is less than 100,Mandatory Market making period in this scrip is over, exit may be difficult,The scrip is not regularly traded, and exit may be difficult"
12248,BL,nse_cm,,BASML,BASML-BL,,BASML-BL,INE186H01022,,,,BANNARI AM SPIN MILL LTD.,,,1,1,-1,-1,2,-1,NSE,,,816220800,,816220800,0,0,0,0,1430438400,25.74-27.32,0,0,1451498925,,,,,,,,,,CASH,,,,,500,,,,0,20,,0.0000,T+1,315513000,0,1,2613428.00,1,0,2732,2574,1,1,1,0,0,1,0,7.99214e+07,0,0,2613428,
757567,N0,nse_cm,,730NIIF28,730NIIF28-N0,,730NIIF28-N0,INE246R07806,,,,NIIF 7.3050% 2028 SR PP3,,,1,1,-1,-1,2,-1,NSE,,,1435449600,,1435449600,0,0,0,0,1438473600,80000.00-120000.00,0,0,1451493502,,,,,,,,,,CASH,,,,,10000000,,,,0,20,,0.0000,T+1,315513000,0,1,326.00,1,0,1.2e+07,8e+06,1,1,1,0,0,1,0,10000,0,0,326,
24182,SG,nse_cm,,734AP35,734AP35-SG,,734AP35-SG,IN1020240330,,,,SDL AP 7.34% 2035,,,1,100,-1,-1,2,-1,NSE,,,1404000000,,1404000000,0,0,0,0,0,95.00-105.00,0,0,1451493498,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,1e+08,0,0,1000000,
757669,EQ,nse_cm,,MOALPHA50,MOALPHA50-EQ,,MOALPHA50,INF247L01FR8,,,,MOTILALAMC - MOALPHA50,,,1,1,-1,-1,2,-1,NSE,,,1436572800,,1436572800,0,0,0,0,0,40.43-60.63,0,0,1451498855,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,36787.00,1,0,6063,4043,1,1,1,0,0,1,0,1.125e+06,0,0,36787,
20183,SG,nse_cm,,772AP38,772AP38-SG,,772AP38-SG,IN1020230596,,,,SDL AP 7.72% 2038,,,1,100,-1,-1,2,-1,NSE,,,1384646400,,1384646400,0,0,0,0,0,95.00-105.00,0,0,1451493498,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,5e+07,0,0,1000000,
7196,EQ,nse_cm,,BBETF0432,BBETF0432-EQ,,BBETF0432,INF754K01OB1,,,,EDELAMC - BBETF0432,,,1,1,-1,-1,2,-1,NSE,,,1324166400,,1324166400,0,0,0,0,0,1048.34-1572.50,0,0,1451498855,,,,,,,,,,CASH,,,,,100000,,,,0,20,,0.0000,T+1,315513000,0,1,76271.00,1,0,157250,104834,1,1,1,0,0,1,0,8.11399e+07,0,0,76271,
20344,SG,nse_cm,,771HR33,771HR33-SG,,771HR33-SG,IN1620230293,,,,SDL HR 7.71% 2033,,,1,100,-1,-1,2,-1,NSE,,,1385856000,,1385856000,0,0,0,0,0,95.00-105.00,0,0,1451493498,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,5e+07,0,0,1000000,
24466,N0,nse_cm,,812ABHF29,812ABHF29-N0,,812ABHF29-N0,INE831R07458,,,,ABHFL  8.1168% 2029 SR 2,,,1,1,-1,-1,2,-1,NSE,,,1405555200,,1405555200,0,0,0,0,1435449600,80000.00-120000.00,0,0,1451493498,,,,,,,,,,CASH,,,,,10000000,,,,0,20,,0.0000,T+1,315513000,0,1,1000.00,1,0,1.2e+07,8e+06,1,1,1,0,0,1,0,40000,0,0,1000,
23040,BL,nse_cm,,INDUSINVIT,INDUSINVIT-BL,,INDUSINVIT-BL,INE0NHL23019,,,,INDUS INFRA TRUST,,,1,1,-1,-1,2,-1,NSE,,,1394668800,,1394668800,0,0,0,0,0,111.85-118.75,0,0,1451498953,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,879676.00,1,0,11875,11185,1,1,1,0,0,1,0,4.42939e+08,0,0,879676,
757980,N0,nse_cm,,75GFL28,75GFL28-N0,,75GFL28-N0,INE02KN07105,,,,GFL 7.5% 28 SR D2 STRPPI,,,1,1,-1,-1,2,-1,NSE,,,1438473600,,1438473600,0,0,0,0,1442275200,80000.00-120000.00,0,0,1451493502,,,,,,,,,,CASH,,,,,10000000,,,,0,20,,0.0000,T+1,315513000,0,1,1000.00,1,0,1.2e+07,8e+06,1,1,1,0,0,1,0,50000,0,0,1000,
13364,BL,nse_cm,,KFINTECH,KFINTECH-BL,,KFINTECH-BL,INE138Y01010,,,,KFIN TECHNOLOGIES LIMITED,,,10,1,-1,-1,2,-1,NSE,,,1356739200,,1356739200,0,0,0,0,1440288000,1063.50-1129.10,0,0,1451498926,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,90782.00,1,0,112910,106350,1,1,1,0,0,1,0,1.72263e+08,0,0,90782,
7986,NS,nse_cm,,1060ECL29,1060ECL29-NS,,1060ECL29-NS,INE804IA7022,,,,SEC RED NCD 10.6% SR. VII,,,1,1,-1,-1,2,-1,NSE,,,1231372800,,1231372800,0,0,0,0,1450828800,804.00-1206.00,0,0,1451493495,,,,,,,,,,CASH,,,,,100000,,,,0,20,,0.0000,T+1,315513000,0,1,63848.00,1,0,120600,80400,1,1,1,0,0,1,0,1.95256e+06,0,0,63848,
8696,EQ,nse_cm,,VRLLOG,VRLLOG-EQ,,VRLLOG,INE366I01010,,,,VRL LOGISTICS LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1114819200,,1114819200,0,0,0,0,1439596800,212.85-319.25,0,0,1451500018,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,375813.00,1,0,31925,21285,1,1,1,0,0,1,0,1.76687e+08,0,0,375813,
759291,EQ,nse_cm,,BLUESTONE,BLUESTONE-EQ,,BLUESTONE,INE304W01038,,,,BLUESTONE JEWEL LFSTL LTD,,,5,1,-1,-1,2,-1,NSE,,,1440028800,,1440028800,0,0,0,0,0,385.15-577.65,0,0,1451500020,,,,,,,,,,CASH,,,,,100,,,,0,20,,0.0000,T+1,315513000,0,1,207611.00,1,0,57765,38515,1,1,1,0,0,1,0,1.5132e+08,0,0,207611,EPS based on previous 4 trailing quarters in the scrip is zero
758957,BL,nse_cm,,SML100CASE,SML100CASE-BL,,SML100CASE-BL,INF0R8F01141,,,,ZERODHAAMC - SML100CASE,,,1,1,-1,-1,2,-1,NSE,,,1442102400,,1442102400,0,0,0,0,0,9.69-10.27,0,0,1451498944,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,607543.00,1,0,1027,969,1,1,1,0,0,1,0,1.85793e+07,0,0,607543,
22206,SG,nse_cm,,731TS60,731TS60-SG,,731TS60-SG,IN4520190153,,,,SDL TS 7.31% 2060,,,1,100,-1,-1,2,-1,NSE,,,1280275200,,1280275200,0,0,0,0,0,105.91-117.05,0,0,1451493498,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,897000.00,100,0,11705,10591,1,1,1,0,0,1,0,3e+08,0,0,897000,
369,BL,nse_cm,,ROML,ROML-BL,,ROML-BL,INE294G01026,,,,RAJ OIL MILLS LIMITED,,,1,1,-1,-1,2,-1,NSE,,,1286409600,,1286409600,0,0,1411257600,1411776000,0,48.73-51.73,0,0,1451498906,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,490129.00,1,0,5173,4873,1,1,1,0,0,1,0,1.49887e+07,0,0,490129,
18391,EQ,nse_cm,,RBLBANK,RBLBANK-EQ,,RBLBANK,INE976G01028,,,,RBL BANK LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1157068800,,1157068800,0,0,0,0,1441843200,273.80-334.60,0,0,1451500019,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,328579.00,1,0,33460,27380,1,1,1,0,0,1,0,6.13021e+08,0,0,328579,
758011,N0,nse_cm,,768GSGL28B,768GSGL28B-N0,,768GSGL28B-N0,INE316Z08030,,,,GSGL 7.68% 2028 STRPP SR3,,,1,1,-1,-1,2,-1,NSE,,,1438473600,,1438473600,0,0,0,0,0,80000.00-120000.00,0,0,1451493502,,,,,,,,,,CASH,,,,,10000000,,,,0,20,,0.0000,T+1,315513000,0,1,1000.00,1,0,1.2e+07,8e+06,1,1,1,0,0,1,0,50000,0,0,1000,
760344,N0,nse_cm,,815MOFS28,815MOFS28-N0,,815MOFS28-N0,INE338I07198,,,,MOFS 8.15% 2028 SR 2,,,1,1,-1,-1,2,-1,NSE,,,1450396800,,1450396800,0,0,0,0,0,80000.00-120000.00,0,0,1451493503,,,,,,,,,,CASH,,,,,10000000,,,,0,20,,0.0000,T+1,315513000,0,1,980.00,1,0,1.2e+07,8e+06,1,1,1,0,0,1,0,30000,0,0,980,
